Accession number,Source,Tissue,Development stage,Country
SRX4882704,RNA-Seq,Leaf,Mature,Australia
SRX4882702,RNA-Seq,Leaf,Mature,Australia
SRX4882701,RNA-Seq,Leaf,Mature,Australia
SRX4882698,RNA-Seq,Leaf,Mature,Australia
SRX4882699,RNA-Seq,Leaf,Mature,Australia
SRX4882697,RNA-Seq,Leaf,Mature,Australia
SRX4882700,RNA-Seq,Leaf,Mature,Australia
SRX4882696,RNA-Seq,Leaf,Mature,Australia
SRX4882695,RNA-Seq,Leaf,Mature,Australia
SRX4882694,RNA-Seq,Leaf,Mature,Australia
SRX4882693,RNA-Seq,Leaf,Mature,Australia
SRX4882690,RNA-Seq,Leaf,Mature,Australia
SRX4882691,RNA-Seq,Leaf,Mature,Australia
SRX4882692,RNA-Seq,Leaf,Mature,Australia
SRX4882687,RNA-Seq,Leaf,Mature,Australia
SRX4882689,RNA-Seq,Leaf,Mature,Australia
SRX4882686,RNA-Seq,Leaf,Mature,Australia
SRX4882688,RNA-Seq,Leaf,Mature,Australia
SRX4882684,RNA-Seq,Leaf,Mature,Australia
SRX4882685,RNA-Seq,Leaf,Mature,Australia
SRX4882683,RNA-Seq,Leaf,Mature,Australia
SRX4882682,RNA-Seq,Leaf,Mature,Australia
SRX4882681,RNA-Seq,Leaf,Mature,Australia
SRX4882680,RNA-Seq,Leaf,Mature,Australia
SRX4882679,RNA-Seq,Leaf,Mature,Australia
SRX4882678,RNA-Seq,Leaf,Mature,Australia
SRX4882677,RNA-Seq,Leaf,Mature,Australia
SRX4882676,RNA-Seq,Leaf,Mature,Australia
SRX4882675,RNA-Seq,Leaf,Mature,Australia
SRX4882673,RNA-Seq,Leaf,Mature,Australia
SRX4882672,RNA-Seq,Leaf,Mature,Australia
SRX4882674,RNA-Seq,Leaf,Mature,Australia
SRX4882671,RNA-Seq,Leaf,Mature,Australia
SRX4882669,RNA-Seq,Leaf,Mature,Australia
SRX4882670,RNA-Seq,Leaf,Mature,Australia
SRX4882668,RNA-Seq,Leaf,Mature,Australia
SRX4882666,RNA-Seq,Leaf,Mature,Australia
SRX4882667,RNA-Seq,Leaf,Mature,Australia
SRX4882665,RNA-Seq,Leaf,Mature,Australia
SRX4882664,RNA-Seq,Leaf,Mature,Australia
SRX4882663,RNA-Seq,Leaf,Mature,Australia
SRX4882662,RNA-Seq,Leaf,Mature,Australia
SRX4882661,RNA-Seq,Leaf,Mature,Australia
SRX4882659,RNA-Seq,Leaf,Mature,Australia
SRX4882660,RNA-Seq,Leaf,Mature,Australia
SRX4882658,RNA-Seq,Leaf,Mature,Australia
SRX4882657,RNA-Seq,Leaf,Mature,Australia
SRX4882656,RNA-Seq,Leaf,Mature,Australia
SRX4882655,RNA-Seq,Leaf,Mature,Australia
SRX4882654,RNA-Seq,Leaf,Mature,Australia
SRX4882653,RNA-Seq,Leaf,Mature,Australia
SRX4882652,RNA-Seq,Leaf,Mature,Australia
SRX4882651,RNA-Seq,Leaf,Mature,Australia
SRX4882650,RNA-Seq,Leaf,Mature,Australia
SRX4882649,RNA-Seq,Leaf,Mature,Australia
SRX4882647,RNA-Seq,Leaf,Mature,Australia
SRX4882648,RNA-Seq,Leaf,Mature,Australia
SRX4882646,RNA-Seq,Leaf,Mature,Australia
SRX4882645,RNA-Seq,Leaf,Mature,Australia
SRX4882643,RNA-Seq,Leaf,Mature,Australia
SRX4882644,RNA-Seq,Leaf,Mature,Australia
SRX4882641,RNA-Seq,Leaf,Mature,Australia
SRX4882642,RNA-Seq,Leaf,Mature,Australia
SRX4882639,RNA-Seq,Leaf,Mature,Australia
SRX4882640,RNA-Seq,Leaf,Mature,Australia
SRX4882638,RNA-Seq,Leaf,Mature,Australia
SRX4882637,RNA-Seq,Leaf,Mature,Australia
SRX4882636,RNA-Seq,Leaf,Mature,Australia
SRX4882635,RNA-Seq,Leaf,Mature,Australia
SRX4882634,RNA-Seq,Leaf,Mature,Australia
SRX4882633,RNA-Seq,Leaf,Mature,Australia
SRX4882632,RNA-Seq,Leaf,Mature,Australia
SRX4882631,RNA-Seq,Leaf,Mature,Australia
SRX4882630,RNA-Seq,Leaf,Mature,Australia
SRX4882628,RNA-Seq,Leaf,Mature,Australia
SRX4882629,RNA-Seq,Leaf,Mature,Australia
SRX4882627,RNA-Seq,Leaf,Mature,Australia
SRX4882626,RNA-Seq,Leaf,Mature,Australia
SRX4882625,RNA-Seq,Leaf,Mature,Australia
SRX4882624,RNA-Seq,Leaf,Mature,Australia
SRX4882623,RNA-Seq,Leaf,Mature,Australia
SRX4882621,RNA-Seq,Leaf,Mature,Australia
SRX4882622,RNA-Seq,Leaf,Mature,Australia
SRX4882620,RNA-Seq,Leaf,Mature,Australia
SRX4882619,RNA-Seq,Leaf,Mature,Australia
SRX4882617,RNA-Seq,Leaf,Mature,Australia
SRX4882616,RNA-Seq,Leaf,Mature,Australia
SRX4882615,RNA-Seq,Leaf,Mature,Australia
SRX4882614,RNA-Seq,Leaf,Mature,Australia
SRX4882613,RNA-Seq,Leaf,Mature,Australia
SRX4882618,RNA-Seq,Leaf,Mature,Australia
SRX4882611,RNA-Seq,Leaf,Mature,Australia
SRX4882612,RNA-Seq,Leaf,Mature,Australia
SRX4882610,RNA-Seq,Leaf,Mature,Australia
SRX4882609,RNA-Seq,Leaf,Mature,Australia
SRX4882608,RNA-Seq,Leaf,Mature,Australia
SRX4882607,RNA-Seq,Leaf,Mature,Australia
SRX4882606,RNA-Seq,Leaf,Mature,Australia
SRX4882605,RNA-Seq,Leaf,Mature,Australia
SRX4882603,RNA-Seq,Leaf,Mature,Australia
SRX4882604,RNA-Seq,Leaf,Mature,Australia
SRX4882602,RNA-Seq,Leaf,Mature,Australia
SRX4882601,RNA-Seq,Leaf,Mature,Australia
SRX4882600,RNA-Seq,Leaf,Mature,Australia
SRX4882599,RNA-Seq,Leaf,Mature,Australia
SRX4882598,RNA-Seq,Leaf,Mature,Australia
SRX4882597,RNA-Seq,Leaf,Mature,Australia
SRX4882596,RNA-Seq,Leaf,Mature,Australia
SRX4882595,RNA-Seq,Leaf,Mature,Australia
SRX4882594,RNA-Seq,Leaf,Mature,Australia
SRX4882592,RNA-Seq,Leaf,Mature,Australia
SRX4882593,RNA-Seq,Leaf,Mature,Australia
SRX4882591,RNA-Seq,Leaf,Mature,Australia
SRX4882590,RNA-Seq,Leaf,Mature,Australia
SRX4882589,RNA-Seq,Leaf,Mature,Australia
SRX4882588,RNA-Seq,Leaf,Mature,Australia
SRX4882587,RNA-Seq,Leaf,Mature,Australia
SRX4882586,RNA-Seq,Leaf,Mature,Australia
SRX4882584,RNA-Seq,Leaf,Mature,Australia
SRX4882585,RNA-Seq,Leaf,Mature,Australia
SRX4882583,RNA-Seq,Leaf,Mature,Australia
SRX4882582,RNA-Seq,Leaf,Mature,Australia
SRX4882581,RNA-Seq,Leaf,Mature,Australia
SRX4882580,RNA-Seq,Leaf,Mature,Australia
SRX4882578,RNA-Seq,Leaf,Mature,Australia
SRX4882579,RNA-Seq,Leaf,Mature,Australia
SRX4882574,RNA-Seq,Leaf,Mature,Australia
SRX4882577,RNA-Seq,Leaf,Mature,Australia
SRX4882576,RNA-Seq,Leaf,Mature,Australia
SRX4882573,RNA-Seq,Leaf,Mature,Australia
SRX4882575,RNA-Seq,Leaf,Mature,Australia
SRX4882572,RNA-Seq,Leaf,Mature,Australia
SRX4882571,RNA-Seq,Leaf,Mature,Australia
SRX4882569,RNA-Seq,Leaf,Mature,Australia
SRX4882570,RNA-Seq,Leaf,Mature,Australia
SRX4882568,RNA-Seq,Leaf,Mature,Australia
SRX4882567,RNA-Seq,Leaf,Mature,Australia
SRX4882566,RNA-Seq,Leaf,Mature,Australia
SRX4712352,RNA-Seq,,,Peru
SRX4662926,RNA-Seq,leaf,missing,missing
SRX4662927,RNA-Seq,leaf,missing,missing
SRX4662928,RNA-Seq,leaf,missing,missing
SRX4712351,RNA-Seq,,,Bolivia
SRX4712354,RNA-Seq,,,Peru
SRX4662929,RNA-Seq,leaf,missing,missing
SRX4662925,RNA-Seq,leaf,missing,missing
SRX4662923,RNA-Seq,leaf,missing,missing
SRX4662924,RNA-Seq,leaf,missing,missing
SRX4662922,RNA-Seq,leaf,missing,missing
SRX4662920,RNA-Seq,leaf,missing,missing
SRX4662917,RNA-Seq,leaf,missing,missing
SRX4662919,RNA-Seq,leaf,missing,missing
SRX4662916,RNA-Seq,leaf,missing,missing
SRX4662914,RNA-Seq,leaf,missing,missing
SRX4662913,RNA-Seq,leaf,missing,missing
SRX4662915,RNA-Seq,leaf,missing,missing
SRX4662918,RNA-Seq,leaf,missing,missing
SRX4662921,RNA-Seq,leaf,missing,missing
SRX4662912,RNA-Seq,leaf,missing,missing
SRX4662910,RNA-Seq,leaf,missing,missing
SRX4662911,RNA-Seq,leaf,missing,missing
SRX4662908,RNA-Seq,leaf,missing,missing
SRX4662906,RNA-Seq,leaf,missing,missing
SRX4630497,RNA-Seq,Plant roots,Infected J2,USA: Idaho
SRX4662907,RNA-Seq,leaf,missing,missing
SRX4630498,RNA-Seq,Plant roots,Infected J2,USA: Idaho
SRX4662909,RNA-Seq,leaf,missing,missing
SRX4630493,RNA-Seq,Plant roots,Infected J2,USA: Idaho
SRX4630495,RNA-Seq,Plant roots,Infected J2,USA: Idaho
SRX4630496,RNA-Seq,Plant roots,Infected J2,USA: Idaho
SRX4630494,RNA-Seq,Plant roots,Infected J2,USA: Idaho
SRX4624247,RIP-Seq,"Mycelium, Leaves",,
SRX4624245,RIP-Seq,"Mycelium, Leaves",,
SRX4624244,RIP-Seq,"Mycelium, Leaves",,
SRX4624246,RIP-Seq,"Mycelium, Leaves",,
SRX4514217,RNA-Seq,Leaf,,China
SRX4624243,RIP-Seq,"Mycelium, Leaves",,
SRX4514219,RNA-Seq,Leaf,,China
SRX4624242,RIP-Seq,"Mycelium, Leaves",,
SRX4514218,RNA-Seq,Leaf,,China
SRX4514212,RNA-Seq,Leaf,,China
SRX4514211,RNA-Seq,Leaf,,China
SRX3979417,WGS,pistil,anthesis,Colombia
SRX4514210,RNA-Seq,Leaf,,China
SRX4415822,RNA-Seq,the leaf,30days,not collected
SRX4415825,RNA-Seq,the leaf,30days,not collected
SRX4415826,RNA-Seq,the leaf,30days,not collected
SRX4415710,RNA-Seq,the leaf,30days,not collected
SRX4415693,RNA-Seq,the leaf,30days,not collected
SRX4415638,RNA-Seq,the leaf,30days,not collected
SRX4415708,RNA-Seq,the leaf,30days,not collected
SRX4378580,RNA-Seq,Tuber 48,mature,New Zealand: Lincoln
SRX4378578,RNA-Seq,Tuber 218,mature,New Zealand: Lincoln
SRX4378579,RNA-Seq,Tuber 58,mature,New Zealand: Lincoln
SRX4378575,RNA-Seq,Tuber 215,mature,New Zealand: Lincoln
SRX4378576,RNA-Seq,Tuber 216,mature,New Zealand: Lincoln
SRX4378573,RNA-Seq,Tuber 213,mature,New Zealand: Lincoln
SRX4378581,RNA-Seq,Tuber 56,mature,New Zealand: Lincoln
SRX4378574,RNA-Seq,Tuber 214,mature,New Zealand: Lincoln
SRX4378571,RNA-Seq,Tuber 211,mature,New Zealand: Lincoln
SRX4378577,RNA-Seq,Tuber 217,mature,New Zealand: Lincoln
SRX4378572,RNA-Seq,Tuber 212,mature,New Zealand: Lincoln
SRX4378570,RNA-Seq,Tuber 220,mature,New Zealand: Lincoln
SRX4378569,RNA-Seq,Tuber 219,mature,New Zealand: Lincoln
SRX4378568,RNA-Seq,Tuber 115,mature,New Zealand: Lincoln
SRX4378566,RNA-Seq,Tuber 117,mature,New Zealand: Lincoln
SRX4378567,RNA-Seq,Tuber 116,mature,New Zealand: Lincoln
SRX4378565,RNA-Seq,Tuber 118,mature,New Zealand: Lincoln
SRX4378564,RNA-Seq,Tuber 111,mature,New Zealand: Lincoln
SRX4378563,RNA-Seq,Tuber 112,mature,New Zealand: Lincoln
SRX4378562,RNA-Seq,Tuber 113,mature,New Zealand: Lincoln
SRX4378560,RNA-Seq,Tuber 119,mature,New Zealand: Lincoln
SRX4378561,RNA-Seq,Tuber 114,mature,New Zealand: Lincoln
SRX4378559,RNA-Seq,Tuber 120,mature,New Zealand: Lincoln
SRX4378558,RNA-Seq,Tuber 94,mature,New Zealand: Lincoln
SRX4378557,RNA-Seq,Tuber 199,mature,New Zealand: Lincoln
SRX4378556,RNA-Seq,Tuber 200,mature,New Zealand: Lincoln
SRX4378555,RNA-Seq,Tuber 195,mature,New Zealand: Lincoln
SRX4378553,RNA-Seq,Tuber 197,mature,New Zealand: Lincoln
SRX4378554,RNA-Seq,Tuber 196,mature,New Zealand: Lincoln
SRX4378552,RNA-Seq,Tuber 198,mature,New Zealand: Lincoln
SRX4378549,RNA-Seq,Tuber 193,mature,New Zealand: Lincoln
SRX4378550,RNA-Seq,Tuber 192,mature,New Zealand: Lincoln
SRX4378551,RNA-Seq,Tuber 191,mature,New Zealand: Lincoln
SRX4378548,RNA-Seq,Tuber 194,mature,New Zealand: Lincoln
SRX4378547,RNA-Seq,Tuber 95,mature,New Zealand: Lincoln
SRX4378545,RNA-Seq,Tuber 223,mature,New Zealand: Lincoln
SRX4378544,RNA-Seq,Tuber 224,mature,New Zealand: Lincoln
SRX4378540,RNA-Seq,Tuber 228,mature,New Zealand: Lincoln
SRX4378543,RNA-Seq,Tuber 221,mature,New Zealand: Lincoln
SRX4378542,RNA-Seq,Tuber 222,mature,New Zealand: Lincoln
SRX4378539,RNA-Seq,Tuber 225,mature,New Zealand: Lincoln
SRX4378546,RNA-Seq,Tuber 57,mature,New Zealand: Lincoln
SRX4378538,RNA-Seq,Tuber 226,mature,New Zealand: Lincoln
SRX4378541,RNA-Seq,Tuber 227,mature,New Zealand: Lincoln
SRX4378537,RNA-Seq,Tuber 59,mature,New Zealand: Lincoln
SRX4378536,RNA-Seq,Tuber 60,mature,New Zealand: Lincoln
SRX4378535,RNA-Seq,Tuber 229,mature,New Zealand: Lincoln
SRX4378533,RNA-Seq,Tuber 104,mature,New Zealand: Lincoln
SRX4378534,RNA-Seq,Tuber 230,mature,New Zealand: Lincoln
SRX4378532,RNA-Seq,Tuber 103,mature,New Zealand: Lincoln
SRX4378531,RNA-Seq,Tuber 102,mature,New Zealand: Lincoln
SRX4378530,RNA-Seq,Tuber 101,mature,New Zealand: Lincoln
SRX4378529,RNA-Seq,Tuber 108,mature,New Zealand: Lincoln
SRX4378528,RNA-Seq,Tuber 107,mature,New Zealand: Lincoln
SRX4378527,RNA-Seq,Tuber 106,mature,New Zealand: Lincoln
SRX4378526,RNA-Seq,Tuber 105,mature,New Zealand: Lincoln
SRX4378525,RNA-Seq,Tuber 110,mature,New Zealand: Lincoln
SRX4378524,RNA-Seq,Tuber 109,mature,New Zealand: Lincoln
SRX4378523,RNA-Seq,Tuber 46,mature,New Zealand: Lincoln
SRX4378522,RNA-Seq,Tuber 190,mature,New Zealand: Lincoln
SRX4378521,RNA-Seq,Tuber 189,mature,New Zealand: Lincoln
SRX4378520,RNA-Seq,Tuber 45,mature,New Zealand: Lincoln
SRX4378519,RNA-Seq,Tuber 184,mature,New Zealand: Lincoln
SRX4378518,RNA-Seq,Tuber 183,mature,New Zealand: Lincoln
SRX4378517,RNA-Seq,Tuber 182,mature,New Zealand: Lincoln
SRX4378516,RNA-Seq,Tuber 181,mature,New Zealand: Lincoln
SRX4378515,RNA-Seq,Tuber 188,mature,New Zealand: Lincoln
SRX4378514,RNA-Seq,Tuber 187,mature,New Zealand: Lincoln
SRX4378513,RNA-Seq,Tuber 186,mature,New Zealand: Lincoln
SRX4378512,RNA-Seq,Tuber 185,mature,New Zealand: Lincoln
SRX4378511,RNA-Seq,Tuber 44,mature,New Zealand: Lincoln
SRX4378509,RNA-Seq,Tuber 70,mature,New Zealand: Lincoln
SRX4378507,RNA-Seq,Tuber 42,mature,New Zealand: Lincoln
SRX4378508,RNA-Seq,Tuber 69,mature,New Zealand: Lincoln
SRX4378506,RNA-Seq,Tuber 65,mature,New Zealand: Lincoln
SRX4378510,RNA-Seq,Tuber 43,mature,New Zealand: Lincoln
SRX4378504,RNA-Seq,Tuber 67,mature,New Zealand: Lincoln
SRX4378505,RNA-Seq,Tuber 68,mature,New Zealand: Lincoln
SRX4378502,RNA-Seq,Tuber 61,mature,New Zealand: Lincoln
SRX4378503,RNA-Seq,Tuber 62,mature,New Zealand: Lincoln
SRX4378501,RNA-Seq,Tuber 41,mature,New Zealand: Lincoln
SRX4378500,RNA-Seq,Tuber 63,mature,New Zealand: Lincoln
SRX4378498,RNA-Seq,Tuber 231,mature,New Zealand: Lincoln
SRX4378497,RNA-Seq,Tuber 234,mature,New Zealand: Lincoln
SRX4378496,RNA-Seq,Tuber 233,mature,New Zealand: Lincoln
SRX4378499,RNA-Seq,Tuber 232,mature,New Zealand: Lincoln
SRX4378495,RNA-Seq,Tuber 236,mature,New Zealand: Lincoln
SRX4378494,RNA-Seq,Tuber 235,mature,New Zealand: Lincoln
SRX4378493,RNA-Seq,Tuber 139,mature,New Zealand: Lincoln
SRX4378491,RNA-Seq,Tuber 137,mature,New Zealand: Lincoln
SRX4378492,RNA-Seq,Tuber 140,mature,New Zealand: Lincoln
SRX4378490,RNA-Seq,Tuber 138,mature,New Zealand: Lincoln
SRX4378488,RNA-Seq,Tuber 136,mature,New Zealand: Lincoln
SRX4378487,RNA-Seq,Tuber 133,mature,New Zealand: Lincoln
SRX4378486,RNA-Seq,Tuber 134,mature,New Zealand: Lincoln
SRX4378489,RNA-Seq,Tuber 135,mature,New Zealand: Lincoln
SRX4378481,RNA-Seq,Tuber 49,mature,New Zealand: Lincoln
SRX4378485,RNA-Seq,Tuber 131,mature,New Zealand: Lincoln
SRX4378482,RNA-Seq,Tuber 209,mature,New Zealand: Lincoln
SRX4378484,RNA-Seq,Tuber 132,mature,New Zealand: Lincoln
SRX4378483,RNA-Seq,Tuber 50,mature,New Zealand: Lincoln
SRX4378480,RNA-Seq,Tuber 79,mature,New Zealand: Lincoln
SRX4378478,RNA-Seq,Tuber 77,mature,New Zealand: Lincoln
SRX4378479,RNA-Seq,Tuber 80,mature,New Zealand: Lincoln
SRX4378476,RNA-Seq,Tuber 75,mature,New Zealand: Lincoln
SRX4378477,RNA-Seq,Tuber 78,mature,New Zealand: Lincoln
SRX4378475,RNA-Seq,Tuber 76,mature,New Zealand: Lincoln
SRX4378474,RNA-Seq,Tuber 73,mature,New Zealand: Lincoln
SRX4378472,RNA-Seq,Tuber 71,mature,New Zealand: Lincoln
SRX4378473,RNA-Seq,Tuber 74,mature,New Zealand: Lincoln
SRX4378471,RNA-Seq,Tuber 72,mature,New Zealand: Lincoln
SRX4378470,RNA-Seq,Tuber 130,mature,New Zealand: Lincoln
SRX4378469,RNA-Seq,Tuber 129,mature,New Zealand: Lincoln
SRX4378468,RNA-Seq,Tuber 126,mature,New Zealand: Lincoln
SRX4378467,RNA-Seq,Tuber 125,mature,New Zealand: Lincoln
SRX4378465,RNA-Seq,Tuber 127,mature,New Zealand: Lincoln
SRX4378466,RNA-Seq,Tuber 128,mature,New Zealand: Lincoln
SRX4378463,RNA-Seq,Tuber 121,mature,New Zealand: Lincoln
SRX4378464,RNA-Seq,Tuber 122,mature,New Zealand: Lincoln
SRX4378460,RNA-Seq,Tuber 202,mature,New Zealand: Lincoln
SRX4378461,RNA-Seq,Tuber 123,mature,New Zealand: Lincoln
SRX4378462,RNA-Seq,Tuber 124,mature,New Zealand: Lincoln
SRX4378459,RNA-Seq,Tuber 210,mature,New Zealand: Lincoln
SRX4378458,RNA-Seq,Tuber 47,mature,New Zealand: Lincoln
SRX4378457,RNA-Seq,Tuber 93,mature,New Zealand: Lincoln
SRX4378455,RNA-Seq,Tuber 239,mature,New Zealand: Lincoln
SRX4378456,RNA-Seq,Tuber 66,mature,New Zealand: Lincoln
SRX4378454,RNA-Seq,Tuber 159,mature,New Zealand: Lincoln
SRX4378453,RNA-Seq,Tuber 160,mature,New Zealand: Lincoln
SRX4378450,RNA-Seq,Tuber 152,mature,New Zealand: Lincoln
SRX4378448,RNA-Seq,Tuber 154,mature,New Zealand: Lincoln
SRX4378451,RNA-Seq,Tuber 151,mature,New Zealand: Lincoln
SRX4378452,RNA-Seq,Tuber 201,mature,New Zealand: Lincoln
SRX4378447,RNA-Seq,Tuber 155,mature,New Zealand: Lincoln
SRX4378445,RNA-Seq,Tuber 157,mature,New Zealand: Lincoln
SRX4378446,RNA-Seq,Tuber 156,mature,New Zealand: Lincoln
SRX4378449,RNA-Seq,Tuber 153,mature,New Zealand: Lincoln
SRX4378444,RNA-Seq,Tuber 158,mature,New Zealand: Lincoln
SRX4378443,RNA-Seq,Tuber 84,mature,New Zealand: Lincoln
SRX4378442,RNA-Seq,Tuber 83,mature,New Zealand: Lincoln
SRX4378441,RNA-Seq,Tuber 82,mature,New Zealand: Lincoln
SRX4378438,RNA-Seq,Tuber 87,mature,New Zealand: Lincoln
SRX4378439,RNA-Seq,Tuber 88,mature,New Zealand: Lincoln
SRX4378440,RNA-Seq,Tuber 81,mature,New Zealand: Lincoln
SRX4378437,RNA-Seq,Tuber 86,mature,New Zealand: Lincoln
SRX4378436,RNA-Seq,Tuber 85,mature,New Zealand: Lincoln
SRX4378435,RNA-Seq,Tuber 90,mature,New Zealand: Lincoln
SRX4378433,RNA-Seq,Tuber 53,mature,New Zealand: Lincoln
SRX4378434,RNA-Seq,Tuber 89,mature,New Zealand: Lincoln
SRX4378432,RNA-Seq,Tuber 30,mature,New Zealand: Lincoln
SRX4378431,RNA-Seq,Tuber 15,mature,New Zealand: Lincoln
SRX4378430,RNA-Seq,Tuber 16,mature,New Zealand: Lincoln
SRX4378428,RNA-Seq,Tuber 18,mature,New Zealand: Lincoln
SRX4378429,RNA-Seq,Tuber 17,mature,New Zealand: Lincoln
SRX4378427,RNA-Seq,Tuber 11,mature,New Zealand: Lincoln
SRX4378426,RNA-Seq,Tuber 12,mature,New Zealand: Lincoln
SRX4378425,RNA-Seq,Tuber 13,mature,New Zealand: Lincoln
SRX4378423,RNA-Seq,Tuber 19,mature,New Zealand: Lincoln
SRX4378424,RNA-Seq,Tuber 14,mature,New Zealand: Lincoln
SRX4378422,RNA-Seq,Tuber 20,mature,New Zealand: Lincoln
SRX4378421,RNA-Seq,Tuber 148,mature,New Zealand: Lincoln
SRX4378418,RNA-Seq,Tuber 145,mature,New Zealand: Lincoln
SRX4378420,RNA-Seq,Tuber 147,mature,New Zealand: Lincoln
SRX4378419,RNA-Seq,Tuber 146,mature,New Zealand: Lincoln
SRX4378417,RNA-Seq,Tuber 144,mature,New Zealand: Lincoln
SRX4378416,RNA-Seq,Tuber 143,mature,New Zealand: Lincoln
SRX4378415,RNA-Seq,Tuber 142,mature,New Zealand: Lincoln
SRX4378414,RNA-Seq,Tuber 141,mature,New Zealand: Lincoln
SRX4378413,RNA-Seq,Tuber 64,mature,New Zealand: Lincoln
SRX4378412,RNA-Seq,Tuber 96,mature,New Zealand: Lincoln
SRX4378411,RNA-Seq,Tuber 97,mature,New Zealand: Lincoln
SRX4378410,RNA-Seq,Tuber 98,mature,New Zealand: Lincoln
SRX4378408,RNA-Seq,Tuber 92,mature,New Zealand: Lincoln
SRX4378407,RNA-Seq,Tuber 150,mature,New Zealand: Lincoln
SRX4378409,RNA-Seq,Tuber 91,mature,New Zealand: Lincoln
SRX4378406,RNA-Seq,Tuber 149,mature,New Zealand: Lincoln
SRX4378405,RNA-Seq,Tuber 240,mature,New Zealand: Lincoln
SRX4378403,RNA-Seq,Tuber 21,mature,New Zealand: Lincoln
SRX4378404,RNA-Seq,Tuber 22,mature,New Zealand: Lincoln
SRX4378402,RNA-Seq,Tuber 24,mature,New Zealand: Lincoln
SRX4378401,RNA-Seq,Tuber 23,mature,New Zealand: Lincoln
SRX4378399,RNA-Seq,Tuber 25,mature,New Zealand: Lincoln
SRX4378397,RNA-Seq,Tuber 27,mature,New Zealand: Lincoln
SRX4378398,RNA-Seq,Tuber 28,mature,New Zealand: Lincoln
SRX4378400,RNA-Seq,Tuber 26,mature,New Zealand: Lincoln
SRX4378396,RNA-Seq,Tuber 238,mature,New Zealand: Lincoln
SRX4378395,RNA-Seq,Tuber 29,mature,New Zealand: Lincoln
SRX4378394,RNA-Seq,Tuber 237,mature,New Zealand: Lincoln
SRX4378392,RNA-Seq,Tuber 174,mature,New Zealand: Lincoln
SRX4378393,RNA-Seq,Tuber 173,mature,New Zealand: Lincoln
SRX4378389,RNA-Seq,Tuber 177,mature,New Zealand: Lincoln
SRX4378391,RNA-Seq,Tuber 171,mature,New Zealand: Lincoln
SRX4378390,RNA-Seq,Tuber 172,mature,New Zealand: Lincoln
SRX4378387,RNA-Seq,Tuber 175,mature,New Zealand: Lincoln
SRX4378388,RNA-Seq,Tuber 178,mature,New Zealand: Lincoln
SRX4378385,RNA-Seq,Tuber 179,mature,New Zealand: Lincoln
SRX4378386,RNA-Seq,Tuber 176,mature,New Zealand: Lincoln
SRX4378384,RNA-Seq,Tuber 180,mature,New Zealand: Lincoln
SRX4378383,RNA-Seq,Tuber 99,mature,New Zealand: Lincoln
SRX4378382,RNA-Seq,Tuber 33,mature,New Zealand: Lincoln
SRX4378381,RNA-Seq,Tuber 34,mature,New Zealand: Lincoln
SRX4378380,RNA-Seq,Tuber 31,mature,New Zealand: Lincoln
SRX4378377,RNA-Seq,Tuber 38,mature,New Zealand: Lincoln
SRX4378379,RNA-Seq,Tuber 32,mature,New Zealand: Lincoln
SRX4378378,RNA-Seq,Tuber 37,mature,New Zealand: Lincoln
SRX4378376,RNA-Seq,Tuber 35,mature,New Zealand: Lincoln
SRX4378375,RNA-Seq,Tuber 36,mature,New Zealand: Lincoln
SRX4378374,RNA-Seq,Tuber 7,mature,New Zealand: Lincoln
SRX4378373,RNA-Seq,Tuber 39,mature,New Zealand: Lincoln
SRX4378372,RNA-Seq,Tuber 40,mature,New Zealand: Lincoln
SRX4378371,RNA-Seq,Tuber 162,mature,New Zealand: Lincoln
SRX4378370,RNA-Seq,Tuber 161,mature,New Zealand: Lincoln
SRX4378369,RNA-Seq,Tuber 164,mature,New Zealand: Lincoln
SRX4378366,RNA-Seq,Tuber 165,mature,New Zealand: Lincoln
SRX4378368,RNA-Seq,Tuber 163,mature,New Zealand: Lincoln
SRX4378364,RNA-Seq,Tuber 167,mature,New Zealand: Lincoln
SRX4378367,RNA-Seq,Tuber 166,mature,New Zealand: Lincoln
SRX4378365,RNA-Seq,Tuber 168,mature,New Zealand: Lincoln
SRX4378361,RNA-Seq,Tuber 203,mature,New Zealand: Lincoln
SRX4378363,RNA-Seq,Tuber 170,mature,New Zealand: Lincoln
SRX4378360,RNA-Seq,Tuber 204,mature,New Zealand: Lincoln
SRX4378362,RNA-Seq,Tuber 169,mature,New Zealand: Lincoln
SRX4378357,RNA-Seq,Tuber 207,mature,New Zealand: Lincoln
SRX4378358,RNA-Seq,Tuber 206,mature,New Zealand: Lincoln
SRX4378359,RNA-Seq,Tuber 205,mature,New Zealand: Lincoln
SRX4378355,RNA-Seq,Tuber 51,mature,New Zealand: Lincoln
SRX4378356,RNA-Seq,Tuber 208,mature,New Zealand: Lincoln
SRX4378354,RNA-Seq,Tuber 100,mature,New Zealand: Lincoln
SRX4378350,RNA-Seq,Tuber 3,mature,New Zealand: Lincoln
SRX4378351,RNA-Seq,Tuber 2,mature,New Zealand: Lincoln
SRX4378352,RNA-Seq,Tuber 1,mature,New Zealand: Lincoln
SRX4378349,RNA-Seq,Tuber 4,mature,New Zealand: Lincoln
SRX4378347,RNA-Seq,Tuber 6,mature,New Zealand: Lincoln
SRX4378353,RNA-Seq,Tuber 52,mature,New Zealand: Lincoln
SRX4378346,RNA-Seq,Tuber 54,mature,New Zealand: Lincoln
